# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:31:05-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 1494
# Number of entities in query: 1494
# Total number of entities: 22814
# Original total number of entities: 22607
# Entities not in default gene space: 207
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
447	7808	0.224678472490118	5.90511572088313e-15	<0.001	GO:0044763	single-organism cellular process
689	7808	0.154503004272463	7.99527625840973e-12	<0.001	GO:0044763	single-organism cellular process
269	4325	0.225506950811095	8.4059954847146e-12	<0.001	GO:0031323	regulation of cellular metabolic process
216	3305	0.240056287952771	2.49530149862478e-11	<0.001	GO:0051171	regulation of nitrogen compound metabolic process
212	3254	0.237404808415493	5.45985480300318e-11	<0.001	GO:0019219	regulation of nucleobase-containing compound metabolic process
594	7808	0.157797019914991	7.57855869630858e-11	<0.001	GO:0044763	single-organism cellular process
255	4165	0.213220342225022	1.97341673284341e-10	<0.001	GO:0080090	regulation of primary metabolic process
623	7808	0.148423247581494	3.05415411826162e-10	<0.001	GO:0044763	single-organism cellular process
292	4976	0.197390182676812	5.60451238029122e-10	<0.001	GO:0019222	regulation of metabolic process
578	7808	0.150636247403379	7.0018944992088e-10	<0.001	GO:0044763	single-organism cellular process
636	7808	0.142161482997269	9.83972384239199e-10	<0.001	GO:0044763	single-organism cellular process
400	4976	0.16500918575394	1.0089239694248e-09	<0.001	GO:0019222	regulation of metabolic process
213	3382	0.219300166578848	1.01207725774527e-09	<0.001	GO:0048522	positive regulation of cellular process
355	4325	0.171309802398534	1.26535495267322e-09	<0.001	GO:0031323	regulation of cellular metabolic process
343	4165	0.171638772675997	1.8793667524967e-09	<0.001	GO:0080090	regulation of primary metabolic process
172	2645	0.227387171169008	6.82567964999316e-09	<0.001	GO:2001141	regulation of RNA biosynthetic process
171	2627	0.227695207977698	7.10823031757578e-09	<0.001	GO:0006355	regulation of transcription, DNA-templated
314	3794	0.170723376400647	7.19979264370324e-09	<0.001	GO:0048518	positive regulation of biological process
179	1915	0.218874652412178	8.12765068809314e-09	<0.001	GO:0065009	regulation of molecular function
229	3794	0.19949707708649	8.76377526102853e-09	<0.001	GO:0048518	positive regulation of biological process
198	2175	0.207547416135102	9.43656847966341e-09	<0.001	GO:0010646	regulation of cell communication
183	2878	0.21791647148953	1.07989268849319e-08	<0.001	GO:2000112	regulation of cellular macromolecule biosynthetic process
360	6585	0.169571986949115	1.13104019157624e-08	<0.001	GO:0044237	cellular metabolic process
187	2965	0.214432229144008	1.32040104613384e-08	<0.001	GO:0010556	regulation of macromolecule biosynthetic process
600	7808	0.134724911245112	1.42172072931449e-08	<0.001	GO:0044763	single-organism cellular process
283	3382	0.172991865442397	1.81833619372357e-08	<0.001	GO:0048522	positive regulation of cellular process
108	872	0.275926203445375	1.84727199352899e-08	<0.001	GO:0015031	protein transport
196	2170	0.203157236049228	2.07539262306218e-08	<0.001	GO:0023051	regulation of signaling
274	4788	0.178759914555097	3.08797195204712e-08	<0.001	GO:0044260	cellular macromolecule metabolic process
154	1388	0.224407351616151	3.43898997346986e-08	<0.001	GO:0071702	organic substance transport
232	3923	0.188801148738703	3.93062877104892e-08	<0.001	GO:0032502	developmental process
172	2716	0.213494316006362	4.45502240671207e-08	<0.001	GO:0051252	regulation of RNA metabolic process
191	3100	0.20281159107419	5.12870949499625e-08	<0.001	GO:0031326	regulation of cellular biosynthetic process
143	2159	0.23080673606619	5.48270245536475e-08	<0.001	GO:0044271	cellular nitrogen compound biosynthetic process
141	2122	0.232033979828947	5.69617375493166e-08	<0.001	GO:0019438	aromatic compound biosynthetic process
112	935	0.259239337560746	6.06967378909018e-08	<0.001	GO:0045184	establishment of protein localization
365	6791	0.159678584525509	6.19066332990686e-08	<0.001	GO:0044238	primary metabolic process
375	7029	0.157007591966175	8.25934094651598e-08	<0.001	GO:0071704	organic substance metabolic process
140	2116	0.229636426418546	8.27317160163541e-08	<0.001	GO:0018130	heterocycle biosynthetic process
192	3141	0.198779567709307	8.38335856226018e-08	<0.001	GO:0009889	regulation of biosynthetic process
128	1892	0.238523951710883	9.48882388653898e-08	<0.001	GO:0009966	regulation of signal transduction
129	1241	0.236212122974597	9.72196773304987e-08	<0.001	GO:0009653	anatomical structure morphogenesis
145	2222	0.223584134959433	1.0812268204804e-07	<0.001	GO:1901362	organic cyclic compound biosynthetic process
220	3724	0.185817896693832	1.10667043846393e-07	<0.001	GO:0044767	single-organism developmental process
222	2432	0.179453754988896	1.23664809052317e-07	<0.001	GO:0048583	regulation of response to stimulus
406	7746	0.151951700448186	1.26407542200633e-07	<0.001	GO:0008152	metabolic process
142	2170	0.224402997406531	1.27266227611952e-07	<0.001	GO:0023051	regulation of signaling
236	4063	0.179579595059758	1.30260255734712e-07	<0.001	GO:0060255	regulation of macromolecule metabolic process
183	2048	0.195882605671296	1.40120375014902e-07	<0.001	GO:0065008	regulation of biological quality
142	2175	0.223223728638673	1.45882700846421e-07	<0.001	GO:0010646	regulation of cell communication
139	1461	0.22278517137233	1.64518596370749e-07	<0.001	GO:0051174	regulation of phosphorus metabolic process
171	1892	0.200350099024728	1.81419124970632e-07	<0.001	GO:0009966	regulation of signal transduction
138	1456	0.220720124073666	2.27607220896657e-07	<0.001	GO:0019220	regulation of phosphate metabolic process
598	7746	0.121745404995031	2.29585596595176e-07	<0.001	GO:0008152	metabolic process
