# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:10:21-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 1405
# Number of entities in query: 1405
# Total number of entities: 22781
# Original total number of entities: 22607
# Entities not in default gene space: 174
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
594	7808	0.157797019914991	7.57855869630858e-11	<0.001	GO:0044763	single-organism cellular process
578	7808	0.150636247403379	7.0018944992088e-10	<0.001	GO:0044763	single-organism cellular process
636	7808	0.142161482997269	9.83972384239199e-10	<0.001	GO:0044763	single-organism cellular process
400	4976	0.16500918575394	1.0089239694248e-09	<0.001	GO:0019222	regulation of metabolic process
355	4325	0.171309802398534	1.26535495267322e-09	<0.001	GO:0031323	regulation of cellular metabolic process
343	4165	0.171638772675997	1.8793667524967e-09	<0.001	GO:0080090	regulation of primary metabolic process
314	3794	0.170723376400647	7.19979264370324e-09	<0.001	GO:0048518	positive regulation of biological process
179	1915	0.218874652412178	8.12765068809314e-09	<0.001	GO:0065009	regulation of molecular function
198	2175	0.207547416135102	9.43656847966341e-09	<0.001	GO:0010646	regulation of cell communication
600	7808	0.134724911245112	1.42172072931449e-08	<0.001	GO:0044763	single-organism cellular process
283	3382	0.172991865442397	1.81833619372357e-08	<0.001	GO:0048522	positive regulation of cellular process
196	2170	0.203157236049228	2.07539262306218e-08	<0.001	GO:0023051	regulation of signaling
183	2048	0.195882605671296	1.40120375014902e-07	<0.001	GO:0065008	regulation of biological quality
139	1461	0.22278517137233	1.64518596370749e-07	<0.001	GO:0051174	regulation of phosphorus metabolic process
171	1892	0.200350099024728	1.81419124970632e-07	<0.001	GO:0009966	regulation of signal transduction
138	1456	0.220720124073666	2.27607220896657e-07	<0.001	GO:0019220	regulation of phosphate metabolic process
271	3305	0.160336719624237	2.47171717062091e-07	<0.001	GO:0051171	regulation of nitrogen compound metabolic process
68	579	0.319979938922561	2.48296481578482e-07	<0.001	GO:0051338	regulation of transferase activity
613	7746	0.118815181003142	3.09511407639579e-07	<0.001	GO:0008152	metabolic process
142	1518	0.21450425524956	3.22639526419503e-07	<0.001	GO:0050790	regulation of catalytic activity
545	6791	0.121079128580601	3.93823261095207e-07	<0.001	GO:0044238	primary metabolic process
564	7746	0.122454290431966	4.11327960185821e-07	<0.001	GO:0008152	metabolic process
266	3254	0.158075927776343	4.2845254902986e-07	<0.001	GO:0019219	regulation of nucleobase-containing compound metabolic process
561	7029	0.119057775398886	4.95693862179815e-07	<0.001	GO:0071704	organic substance metabolic process
488	6585	0.125215828945181	5.6998563965343e-07	<0.001	GO:0044237	cellular metabolic process
311	3923	0.14598741766215	6.09540911253984e-07	<0.001	GO:0032502	developmental process
198	2108	0.176487481822796	6.89661643395559e-07	<0.001	GO:0044765	single-organism transport
283	3382	0.150377065707908	7.04644963861305e-07	0.003	GO:0048522	positive regulation of cellular process
320	4063	0.143258890759242	7.27987716608024e-07	<0.001	GO:0060255	regulation of macromolecule metabolic process
42	311	0.396557011027018	9.22280338844397e-07	0.003	GO:0006520	cellular amino acid metabolic process
101	1009	0.243783044448339	9.47758162194885e-07	0.001	GO:0044093	positive regulation of molecular function
245	2983	0.158304564423659	9.59719023201142e-07	0.001	GO:0051234	establishment of localization
348	4325	0.134881830688233	1.25014954803865e-06	0.007	GO:0031323	regulation of cellular metabolic process
526	6585	0.116024005840505	1.37161979954838e-06	0.001	GO:0044237	cellular metabolic process
160	1812	0.186995839720501	1.91195340189652e-06	0.002	GO:0006796	phosphate-containing compound metabolic process
237	2895	0.155669276352922	1.92521778296665e-06	0.002	GO:0006810	transport
294	3724	0.1417981717078	1.98018255862316e-06	0.002	GO:0044767	single-organism developmental process
497	6791	0.11798024954543	2.01064893221258e-06	0.002	GO:0044238	primary metabolic process
309	3794	0.13789668195307	2.16944946115362e-06	0.009	GO:0048518	positive regulation of biological process
512	7029	0.116522469354959	2.22628191514951e-06	0.003	GO:0071704	organic substance metabolic process
268	3350	0.146410343886681	2.28333153261386e-06	0.003	GO:0016043	cellular component organization
163	1859	0.183703623469477	2.29910374410217e-06	0.003	GO:0006793	phosphorus metabolic process
302	3923	0.139412258309052	2.32211826316356e-06	0.004	GO:0032502	developmental process
204	2432	0.165091657908991	2.33330758536459e-06	0.003	GO:0048583	regulation of response to stimulus
167	1758	0.179247044172677	2.93221165654414e-06	0.003	GO:0006464	cellular protein modification process
167	1758	0.179247044172677	2.93221165654414e-06	0.003	GO:0036211	protein modification process
62	553	0.295963701165722	3.90556598025119e-06	0.007	GO:0043549	regulation of kinase activity
256	2924	0.144567499284607	4.04654689270622e-06	0.006	GO:0019538	protein metabolic process
270	3411	0.140760742587991	4.81581578069408e-06	0.013	GO:0071840	cellular component organization or biogenesis
320	3794	0.129688748359995	5.31953568924856e-06	0.008	GO:0048518	positive regulation of biological process
253	2895	0.143301844732423	5.35046162066906e-06	0.008	GO:0006810	transport
169	1894	0.172877923502909	5.42576497603611e-06	0.017	GO:0010604	positive regulation of macromolecule metabolic process
68	579	0.276805946160104	5.55936405747324e-06	0.009	GO:0051338	regulation of transferase activity
193	2312	0.16136570770963	6.20383697028292e-06	0.019	GO:0048856	anatomical structure development
259	2983	0.140306325675834	6.6026954907857e-06	0.014	GO:0051234	establishment of localization
104	1094	0.218160309655254	6.64465720089e-06	0.019	GO:1902531	regulation of intracellular signal transduction
331	4165	0.12606177561504	7.67625490229894e-06	0.021	GO:0080090	regulation of primary metabolic process
374	4788	0.120036421502829	8.06059661847331e-06	0.021	GO:0044260	cellular macromolecule metabolic process
161	1713	0.173143376464892	8.18499608996436e-06	0.022	GO:0032879	regulation of localization
93	956	0.22848972262294	8.29751956667808e-06	0.024	GO:0042592	homeostatic process
172	1855	0.167167015775532	8.65531092906176e-06	0.025	GO:0043412	macromolecule modification
65	553	0.276933301906472	8.66094784518941e-06	0.025	GO:0043549	regulation of kinase activity
46	348	0.33458766624111	9.39917315874188e-06	0.027	GO:0051241	negative regulation of multicellular organismal process
289	3794	0.132093771515471	9.74988465494251e-06	0.023	GO:0048518	positive regulation of biological process
40	313	0.359560476762027	1.01943355307318e-05	0.031	GO:0043087	regulation of GTPase activity
246	3094	0.140770208686147	1.03581729061321e-05	0.033	GO:0048523	negative regulation of cellular process
14	59	0.688894790386207	1.04219667876379e-05	0.033	GO:0008589	regulation of smoothened signaling pathway
72	694	0.258317905959625	1.05982673294845e-05	0.034	GO:0022603	regulation of anatomical structure morphogenesis
177	2108	0.162747598687408	1.13145012352086e-05	0.034	GO:0044765	single-organism transport
269	3436	0.134570726922397	1.17277575059841e-05	0.034	GO:0048519	negative regulation of biological process
40	315	0.356355043766741	1.1867622187852e-05	0.034	GO:0033124	regulation of GTP catabolic process
184	2125	0.158736082915592	1.25250623937311e-05	0.029	GO:0009893	positive regulation of metabolic process
92	955	0.22348907944536	1.36222771747359e-05	0.037	GO:0009967	positive regulation of signal transduction
283	3724	0.13016914599151	1.49275117181838e-05	0.043	GO:0044767	single-organism developmental process
173	1982	0.161845682408615	1.49436692449882e-05	0.032	GO:0031325	positive regulation of cellular metabolic process
45	344	0.329245876345648	1.52721317339885e-05	0.036	GO:0033674	positive regulation of kinase activity
195	2178	0.150977935754576	1.84037047105754e-05	0.048	GO:0044267	cellular protein metabolic process
