# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:02:53-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 747
# Number of entities in query: 747
# Total number of entities: 22697
# Original total number of entities: 22607
# Entities not in default gene space: 90
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
410	9707	0.2188838666779	8.69542323762563e-12	<0.001	GO:0043229	intracellular organelle
431	10364	0.21731892038291	1.3307010662223e-11	<0.001	GO:0043226	organelle
400	9682	0.196707949356404	7.54471561834554e-10	<0.001	GO:0043227	membrane-bounded organelle
371	8836	0.196408276874167	9.2199232782216e-10	<0.001	GO:0043231	intracellular membrane-bounded organelle
460	11641	0.18828725797267	5.53579426849322e-09	<0.001	GO:0044424	intracellular part
261	5814	0.200599711969397	5.58351167659013e-09	<0.001	GO:0044444	cytoplasmic part
297	6967	0.179771351458902	5.60108984172888e-08	<0.001	GO:0005515	protein binding
448	11579	0.163019121255927	3.50825872985711e-07	<0.001	GO:0005488	binding
318	7808	0.155818769948475	1.49183873099808e-06	0.003	GO:0044763	single-organism cellular process
192	4417	0.162467059110664	1.35138211167462e-05	0.027	GO:0044446	intracellular organelle part
309	7746	0.139036234178818	1.67692623628222e-05	0.04	GO:0008152	metabolic process
