# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:27:30-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 95873
# Number of entities in query: 14656
# Total number of entities: 24605
# Original total number of entities: 22607
# Entities not in default gene space: 1998
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
38	38	1.71938916944805	2.76226004904465e-09	<0.001	GO:0001227	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription
35	35	1.68406767647958	1.31094625307863e-08	<0.001	GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription
35	35	1.68406767647958	1.31094625307863e-08	<0.001	GO:0030551	cyclic nucleotide binding
33	33	1.65882472960886	3.70173193476201e-08	<0.001	GO:0006023	aminoglycan biosynthetic process
31	31	1.63203108363263	1.04514596217902e-07	<0.001	GO:0006024	glycosaminoglycan biosynthetic process
30	30	1.61799067587092	1.7560824574295e-07	<0.001	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
29	29	1.60348316121345	2.95053548049494e-07	<0.001	GO:0048013	ephrin receptor signaling pathway
27	27	1.57293446257683	8.3286892639252e-07	0.001	GO:0060076	excitatory synapse
26	26	1.55681795748296	1.39925395362957e-06	0.001	GO:0001892	embryonic placenta development
26	26	1.55681795748296	1.39925395362957e-06	0.001	GO:0032856	activation of Ras GTPase activity
26	26	1.55681795748296	1.39925395362957e-06	0.001	GO:0045879	negative regulation of smoothened signaling pathway
25	25	1.54008258080862	2.35073899120024e-06	0.001	GO:0045823	positive regulation of heart contraction
25	25	1.54008258080862	2.35073899120024e-06	0.001	GO:0072348	sulfur compound transport
23	23	1.50455090238908	6.63413197773667e-06	0.011	GO:0006084	acetyl-CoA metabolic process
23	23	1.50455090238908	6.63413197773667e-06	0.011	GO:0032312	regulation of ARF GTPase activity
23	23	1.50455090238908	6.63413197773667e-06	0.011	GO:0035412	regulation of catenin import into nucleus
23	23	1.50455090238908	6.63413197773667e-06	0.011	GO:0043647	inositol phosphate metabolic process
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0007032	endosome organization
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0008060	ARF GTPase activator activity
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0021952	central nervous system projection neuron axonogenesis
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0030552	cAMP binding
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0048048	embryonic eye morphogenesis
22	22	1.48563588114233	1.11443806482025e-05	0.022	GO:0090103	cochlea morphogenesis
21	21	1.46586214788801	1.87204273220266e-05	0.03	GO:0031435	mitogen-activated protein kinase kinase kinase binding
21	21	1.46586214788801	1.87204273220266e-05	0.03	GO:0046329	negative regulation of JNK cascade
21	21	1.46586214788801	1.87204273220266e-05	0.03	GO:0090175	regulation of establishment of planar polarity
21	21	1.46586214788801	1.87204273220266e-05	0.03	GO:1901682	sulfur compound transmembrane transporter activity
21	21	1.46586214788801	1.87204273220266e-05	0.03	GO:2000826	regulation of heart morphogenesis
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0005217	intracellular ligand-gated ion channel activity
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0008373	sialyltransferase activity
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0030332	cyclin binding
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0030506	ankyrin binding
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0042634	regulation of hair cycle
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0043620	regulation of DNA-templated transcription in response to stress
20	20	1.44514787599714	3.14458667459702e-05	0.047	GO:0051879	Hsp90 protein binding
