# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:28:18-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 71543
# Number of entities in query: 14055
# Total number of entities: 24486
# Original total number of entities: 22607
# Entities not in default gene space: 1879
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
31	31	1.67079992506487	3.31264792872969e-08	<0.001	GO:0006024	glycosaminoglycan biosynthetic process
29	29	1.64224945798423	1.0072265983298e-07	<0.001	GO:0004221	ubiquitin thiolesterase activity
27	27	1.61169821539681	3.06214864990352e-07	<0.001	GO:0031519	PcG protein complex
27	27	1.61169821539681	3.06214864990352e-07	<0.001	GO:0060076	excitatory synapse
26	26	1.59558043859395	5.33895188363959e-07	0.001	GO:0002090	regulation of receptor internalization
26	26	1.59558043859395	5.33895188363959e-07	0.001	GO:0005109	frizzled binding
26	26	1.59558043859395	5.33895188363959e-07	0.001	GO:0045879	negative regulation of smoothened signaling pathway
22	22	1.52439327719253	4.93222593898217e-06	0.008	GO:0021952	central nervous system projection neuron axonogenesis
21	21	1.50461827311661	8.5981835253553e-06	0.014	GO:0010863	positive regulation of phospholipase C activity
21	21	1.50461827311661	8.5981835253553e-06	0.014	GO:0050699	WW domain binding
21	21	1.50461827311661	8.5981835253553e-06	0.014	GO:0060765	regulation of androgen receptor signaling pathway
20	20	1.48390273058152	1.49884686953367e-05	0.024	GO:0030506	ankyrin binding
20	20	1.48390273058152	1.49884686953367e-05	0.024	GO:0038179	neurotrophin signaling pathway
20	20	1.48390273058152	1.49884686953367e-05	0.024	GO:0043620	regulation of DNA-templated transcription in response to stress
20	20	1.48390273058152	1.49884686953367e-05	0.024	GO:0086091	regulation of heart rate by cardiac conduction
19	19	1.46215253941763	2.61273057545254e-05	0.048	GO:0007422	peripheral nervous system development
19	19	1.46215253941763	2.61273057545254e-05	0.048	GO:0016601	Rac protein signal transduction
19	19	1.46215253941763	2.61273057545254e-05	0.048	GO:0034260	negative regulation of GTPase activity
19	19	1.46215253941763	2.61273057545254e-05	0.048	GO:0046847	filopodium assembly
53	54	1.42436206903848	3.78112851656875e-12	<0.001	GO:0048259	regulation of receptor-mediated endocytosis
51	52	1.40775348949613	1.1095214942111e-11	<0.001	GO:0043507	positive regulation of JUN kinase activity
44	45	1.34408924820368	4.74105353441303e-10	<0.001	GO:0044291	cell-cell contact zone
93	96	1.30000222587485	3.87841810939972e-19	<0.001	GO:0007265	Ras protein signal transduction
39	40	1.29217138262567	6.82886913193964e-09	<0.001	GO:0014704	intercalated disc
36	37	1.25777420785099	3.35976235406837e-08	<0.001	GO:0045599	negative regulation of fat cell differentiation
35	36	1.24567871966772	5.70642265206977e-08	<0.001	GO:0051017	actin filament bundle assembly
35	36	1.24567871966772	5.70642265206977e-08	<0.001	GO:0061572	actin filament bundle organization
34	35	1.23323848711332	9.68488858458214e-08	<0.001	GO:0030551	cyclic nucleotide binding
33	34	1.22043322671332	1.64241635959379e-07	<0.001	GO:0048260	positive regulation of receptor-mediated endocytosis
32	33	1.20724081050045	2.78298559991161e-07	<0.001	GO:0006023	aminoglycan biosynthetic process
31	32	1.19363703536465	4.71147802866622e-07	0.001	GO:0005720	nuclear heterochromatin
31	32	1.19363703536465	4.71147802866622e-07	0.001	GO:0007254	JNK cascade
30	31	1.17959535518336	7.96892002911826e-07	0.001	GO:0005801	cis-Golgi network
30	31	1.17959535518336	7.96892002911826e-07	0.001	GO:0070169	positive regulation of biomineral tissue development
29	30	1.16508656828401	1.34652156716982e-06	0.003	GO:0021955	central nervous system neuron axonogenesis
29	30	1.16508656828401	1.34652156716982e-06	0.003	GO:0030501	positive regulation of bone mineralization
29	30	1.16508656828401	1.34652156716982e-06	0.003	GO:1901505	carbohydrate derivative transporter activity
48	50	1.15970458723192	6.0919818734581e-10	<0.001	GO:0030175	filopodium
47	49	1.15062545493627	1.02134662305394e-09	<0.001	GO:0030010	establishment of cell polarity
28	29	1.15007845099104	2.2728552524837e-06	0.004	GO:0005100	Rho GTPase activator activity
28	29	1.15007845099104	2.2728552524837e-06	0.004	GO:0051955	regulation of amino acid transport
26	27	1.11841754889373	6.45358359635254e-06	0.01	GO:0007044	cell-substrate junction assembly
26	27	1.11841754889373	6.45358359635254e-06	0.01	GO:0035567	non-canonical Wnt signaling pathway
26	27	1.11841754889373	6.45358359635254e-06	0.01	GO:0045494	photoreceptor cell maintenance
61	64	1.11707153043507	6.44406515853669e-12	<0.001	GO:0001159	core promoter proximal region DNA binding
43	45	1.11229711112087	7.99926669776724e-09	<0.001	GO:0048706	embryonic skeletal system development
60	63	1.10992075719479	1.07301933396758e-11	<0.001	GO:0043506	regulation of JUN kinase activity
25	26	1.10168090068795	1.08543213078478e-05	0.018	GO:0008038	neuron recognition
25	26	1.10168090068795	1.08543213078478e-05	0.018	GO:0032856	activation of Ras GTPase activity
25	26	1.10168090068795	1.08543213078478e-05	0.018	GO:0035249	synaptic transmission, glutamatergic
58	61	1.09525919104116	2.96812759378543e-11	<0.001	GO:0000987	core promoter proximal region sequence-specific DNA binding
41	43	1.09179396857802	2.22583533948438e-08	<0.001	GO:0043542	endothelial cell migration
57	60	1.08774014418196	4.93047350315382e-11	<0.001	GO:0007179	transforming growth factor beta receptor signaling pathway
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0015459	potassium channel regulator activity
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0015932	nucleobase-containing compound transmembrane transporter activity
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0045055	regulated secretory pathway
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0050850	positive regulation of calcium-mediated signaling
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0072348	sulfur compound transport
24	25	1.08427585212176	1.82309848235683e-05	0.028	GO:0086001	cardiac muscle cell action potential
39	41	1.07028099403691	6.16697246440642e-08	<0.001	GO:0001837	epithelial to mesenchymal transition
84	89	1.05938953193366	3.23574623685282e-15	<0.001	GO:0035023	regulation of Rho protein signal transduction
