# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:29:45-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 107572
# Number of entities in query: 14949
# Total number of entities: 24656
# Original total number of entities: 22607
# Entities not in default gene space: 2049
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
45	45	1.77283138016638	1.62064213847019e-10	<0.001	GO:0004722	protein serine/threonine phosphatase activity
33	33	1.63951526946606	6.64826143892468e-08	<0.001	GO:0006023	aminoglycan biosynthetic process
33	33	1.63951526946606	6.64826143892468e-08	<0.001	GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
31	31	1.61272279004385	1.81155214092869e-07	0.001	GO:0006024	glycosaminoglycan biosynthetic process
30	30	1.5986829654407	2.99023279197086e-07	0.001	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
29	29	1.58417603386282	4.93568786620107e-07	0.001	GO:0048013	ephrin receptor signaling pathway
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:0031519	PcG protein complex
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:0035567	non-canonical Wnt signaling pathway
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:0045494	photoreceptor cell maintenance
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:0048710	regulation of astrocyte differentiation
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:0060076	excitatory synapse
27	27	1.55362850114862	1.34461714533613e-06	0.004	GO:1900449	regulation of glutamate receptor signaling pathway
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0005109	frizzled binding
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0008038	neuron recognition
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0032873	negative regulation of stress-activated MAPK cascade
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0043300	regulation of leukocyte degranulation
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0045879	negative regulation of smoothened signaling pathway
26	26	1.53751257889759	2.21925352078259e-06	0.004	GO:0070303	negative regulation of stress-activated protein kinase signaling cascade
25	25	1.5207777849872	3.66272001262124e-06	0.005	GO:0015459	potassium channel regulator activity
25	25	1.5207777849872	3.66272001262124e-06	0.005	GO:0072348	sulfur compound transport
24	24	1.50337459046002	6.04489911929661e-06	0.008	GO:0018345	protein palmitoylation
23	23	1.48524727185898	9.97614900217097e-06	0.018	GO:0006084	acetyl-CoA metabolic process
23	23	1.48524727185898	9.97614900217097e-06	0.018	GO:0010765	positive regulation of sodium ion transport
23	23	1.48524727185898	9.97614900217097e-06	0.018	GO:0043647	inositol phosphate metabolic process
22	22	1.46633283313961	1.64636199172737e-05	0.032	GO:0021952	central nervous system projection neuron axonogenesis
22	22	1.46633283313961	1.64636199172737e-05	0.032	GO:0023019	signal transduction involved in regulation of gene expression
22	22	1.46633283313961	1.64636199172737e-05	0.032	GO:0045822	negative regulation of heart contraction
22	22	1.46633283313961	1.64636199172737e-05	0.032	GO:0048048	embryonic eye morphogenesis
49	50	1.33237575694769	4.43037934328247e-10	<0.001	GO:0030175	filopodium
48	49	1.32348315129177	7.17422575679489e-10	<0.001	GO:0031594	neuromuscular junction
48	49	1.32348315129177	7.17422575679489e-10	<0.001	GO:0048592	eye morphogenesis
47	48	1.31440587894556	1.16125503991975e-09	<0.001	GO:0035335	peptidyl-tyrosine dephosphorylation
43	44	1.27608497235282	7.9355486973884e-09	<0.001	GO:0060348	bone development
40	41	1.24496334369401	3.33633805672704e-08	<0.001	GO:0030145	manganese ion binding
93	96	1.24180022360032	5.09388107485648e-17	<0.001	GO:0007265	Ras protein signal transduction
39	40	1.23407628837394	5.37872035760604e-08	<0.001	GO:0014704	intercalated disc
64	66	1.22587419282707	4.10228180148756e-12	<0.001	GO:0008013	beta-catenin binding
37	38	1.21145221087153	1.3953864988137e-07	0.001	GO:0035601	protein deacylation
35	36	1.1875910544069	3.61036895933123e-07	0.001	GO:0016358	dendrite development
35	36	1.1875910544069	3.61036895933123e-07	0.001	GO:0051017	actin filament bundle assembly
35	36	1.1875910544069	3.61036895933123e-07	0.001	GO:0061572	actin filament bundle organization
34	35	1.17515267845779	5.80107368404052e-07	0.001	GO:0030551	cyclic nucleotide binding
34	35	1.17515267845779	5.80107368404052e-07	0.001	GO:0046632	alpha-beta T cell differentiation
33	34	1.1623492744062	9.31383006279757e-07	0.002	GO:0006476	protein deacetylation
33	34	1.1623492744062	9.31383006279757e-07	0.002	GO:0031111	negative regulation of microtubule polymerization or depolymerization
55	57	1.16034495960486	2.81415308911373e-10	<0.001	GO:0044272	sulfur compound biosynthetic process
120	125	1.15638150047743	1.67860888354193e-20	<0.001	GO:0006470	protein dephosphorylation
32	33	1.14915871428495	1.49414517052302e-06	0.004	GO:0001954	positive regulation of cell-matrix adhesion
52	54	1.13612381456523	1.13994502698014e-09	<0.001	GO:0048259	regulation of receptor-mediated endocytosis
31	32	1.13555679498399	2.39486825200596e-06	0.004	GO:0048265	response to pain
